,회차,날짜,댓글,답글,좋아요,싫어요
0,2,2022-07-06 00:12,"나도 소설 봤지만 소설관련 아는척 왜 하는거임? 그 뭐냐 ""와 샌즈 아시는구나"" 이런거랑 뭔 차이냐 궁뎅이 때리고싶음 진심 재미있게 볼려다가 댓글보면 한숨만 나옴.",18,921,18
0,2,2022-07-06 08:41,원작내용 그런부분 일일이 다그리면 전개느려질거고 그럼 전개느리다고 욕하겠지 그래서 개돼지소리듣는거야 요즘은 댓들이 컷수까지 세던데 이정도 퀄리티 그려주는것도 감사함,7,891,13
0,2,2022-07-06 07:13,소설 원작 불법 스크랩해오면 베뎃되는게 정상임?,32,831,88
0,2,2022-06-07 22:57,???:너때문에 흥이 다 깨져버렸으니까 책임져 올림포스의 술과 황홀경의 신이면 얘아니냐ㅋㅋ,112,26150,46
0,2,2022-06-07 23:05,"독자야, 너가 회식에서 유상아의 술 취한 모습을 본 적이 없는 건 유상아가 술에 취한 적이 없기 때문이 아니라 너가 회식에 참여한 적이 없기 때문이라고 생각해.........",40,17101,47
0,2,2022-06-07 22:57,소설 읽으면서 느낀 부분들 진짜 잘 풀어주셨다웹툰작가님 진짜 잘 섭외해주신듯 시간이 지나도 작퀄도 안 깨지고 ㅠ 감사합니다 더분에 오랜만에 흥 깨지는 감정도 다시 느끼네요,21,15697,37
0,2,2022-06-07 22:57,공손한 도깨비가 처음이래ㅋㅋㅋㅋㅋ,38,9595,28
0,2,2022-06-07 23:05,오늘은 취해도 괜찮냐는 말은 상아 씨가 그만큼 우리 독자를 신뢰한다는 뜻으로... 초반에 난 이 코인을 팠지.,54,6801,77
0,2,2022-06-07 23:29,김독자 유씨들에게 너무 약함유상아 유중혁 유미아,77,6452,15
0,2,2022-06-07 23:32,김독자는 반대로 한씨한테 굉장히 강함 ㅋㅋㅋㅋ 한수영 한명오 ㅋㅋㅋㅋ ㅋㅋㅋㅋ,17,5772,13
0,2,2022-06-07 23:25,김독자랑 유상아 잘 어울린다 둘 다 순둥순둥하게 생겼는데 호구는 아닌 성격에 입사동기라는게 좋음 김독자도 유상아 앞에서는 좀 풀어지는듯,14,3231,29
0,2,2022-06-07 23:40,김독자 유상아만 만나면 뻘쭘해져서 얼굴 붉히는데 최소 썸임 이거,21,2331,40
0,2,2022-06-07 23:40,"""독자 씨도 고생하셨어요."" 곁에서 나를 물끄러미 바라보던 유상아가 환히 미소했다. 어쩌면, 이것은 나에게 주어진 보상인지도 모르겠다. 이부분 웹툰 표정이랑 분위기 묘사 너무 훈훈해서 좋아요... 진짜 각색 잘하신듯",14,2169,34
0,2,2022-06-08 19:23,“스포일러니까 말하지 마. 안 본 사람 있을 수도 있잖아.” by 독자,6,1881,13
0,2,2022-06-07 23:33,김독자 : 신참인가? 공손한 도깨비는 처음이라 기분 나쁜데? 독각 : .... 염소 : .... 영기 : (나 보고 어쩌라는거지),6,1788,10
0,2,2022-07-13 06:03,와 술로 글씨 쓰는 걸 저렇게 표현하네 감탄,10,1769,163
0,2,2022-07-13 05:38,와 술로 글씨 쓰는 걸 저렇게 표현하네 감탄,10,1743,31
0,2,2022-06-07 23:18,독상코인 떡상 가자!!!!!,24,1525,53
0,2,2022-06-14 23:03,"""예전에도 너처럼 만용을 부리던 인간이 있었다...리라를 매우 아릅답게 연주하던 녀석이었지."" 이거 오르페우스잖아ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ???: 늦게와서 정말 죄송합니다, 디오니소스님.",97,28756,42
0,2,2022-06-14 22:58,오늘만큼은 제4의벽이 ㅈㄴ원망스럽다......... 분위기 깨버리네 그냥....,50,17540,427
0,2,2022-06-14 22:57,작가님들 다음 작품은 그리스 로마신화 2022로 부탁드립니다그림보고나니 못참겠네요,26,17452,38
0,2,2022-06-14 22:57,???:전용 스킬 제 4의벽이 취기를 누구르뜨립니다독자:너 떼문에 흥이 다 깨졌으니까 책임져,20,9398,117
0,2,2022-06-14 23:17,소설 보면서 놀랐던 것 중 하나가 바로 작가님의 여러 신화 활용 능력이었는데 세계 각국에 수많은 사후세계가 있지만 죽은 사람을 되살릴 기회를 준 신은 하데스가 유명하죠... 마침 독자도 41회차 신유승을 부활시키려고 하데스를 찾아가는 것을 보고 작가님이 얼마나 세밀하게 설정을 짜고 빌드업했는지 알았습니다 싱숑 작가님 짱!,58,6806,136
0,2,2022-06-14 22:57,오늘만큼은 제 4의 벽이 싫으면 개추 ㅋㅋㅋㅋㅋㅋㅋ,18,4263,283
0,2,2022-06-14 23:20,다음화 무조건 지르세요. 왜냐고 묻지 마세요 걍 지르세요,65,3384,64
0,2,2022-06-14 23:18,제 4의벽 모쏠임?아무도 원하지 않았는데 혼자 취기를 누그러뜨리고있음?,19,3330,75
0,2,2022-06-14 23:21,전독시를 보면 좋은 점 1. 각종 역사를 알게 됨 2. 각종 신화를 알게 됨 재미와 지식을 동시에 챙기는 전독시를 안 볼 이유가 있나?,16,3034,35
0,2,2022-06-14 23:31,제4의벽....네놈의 정체를 알아냈다.....정체가 네이버였다니....상상도 못했군....,17,2881,44
0,2,2022-06-14 23:18,그래... 눈 풀린 독자를 봤어....그거면 된거야.......,16,2464,20
0,2,2022-06-14 23:41,아니 여기 댓 왤케 스포 많이 함.. 우리가 처음봋때 느꼈던 그 감정을 이 사람들도 느낄수 있으면 좋겠는데.. 이렇게 다 말해버리면 이 사람들은 흥미가 떨어지잖아..,9,1726,16
0,2,2022-07-20 04:30,• 대천사 우리엘(악마 같은 불의 심판자)• 손오공(긴고아의 죄수) • 절름발의 사기꾼 • 격노와 정욕의 마신(마왕) • 안드라스(불화의 조성자 마왕) • 대머리 의병장 • 디펜스마스터 • 이순신(해상전신) • 장막 뒤의 그림자 • 관우(미염공 장목후) • 진성왕(매금지존) • 김유신(흥무대왕) • 견훤(토룡왕) • 이융(현천홍도경문위무대왕) • 전우치(조선제일술사) • 허준(구암신의) • 대천사 메타트론(하늘의 서기관) • 디오니소스(술과 황홀경의 신) • 하데스(부유한 밤의 아버지),30,1655,63
0,2,2022-07-19 23:22,크 글자 로마자로 된 거 보고 감탄했다,7,1622,54
0,2,2022-07-20 04:30,크 글자 로마자로 된 거 보고 감탄했다,13,1399,149
0,2,2022-06-21 23:01,김남운 아는사람 만났다고 신났네ㅠㅠㅠㅜㅜ 지 죽인 놈인데 겁나 잘 대해주고,42,27755,27
0,2,2022-06-21 22:57,저 케르베로스 ㄹㅇ 김독자에게는 겁나 순한 댕댕이인 이유가 저 케르베로스는 가까이 안 가면 안 물지만 유중혁은 멀리 있어도 친히 직접 죽이러 옴 ㄹㅇ 선녀임,61,20951,108
0,2,2022-06-21 22:57,"[성좌, '화요일 밤을 기다리는 눈'이 다음편을 가져오라고 언성을 높입니다]",43,12173,137
0,2,2022-06-21 22:56,"김남운/망상악귀(妄想惡鬼) 나이:19세 전용특성: 중2병 스킬: 흑화(黑化) 특징: 멸살법에서 김독자피셜 꽤 답답했던 유중혁 팀원(?) 전회차 배후성은 심연의 흑염룡 이번회차에서는 할머니 죽이려다 독자한테 막히고, 독자 죽이려다가 제한시간 다돼서 1번째 시나리오에서 죽은 애 그후, 9등급 인외종인 마인이 되어서 또 독자에게 흑화스킬로 죽었다.",29,9231,65
0,2,2022-06-21 23:01,남운이 (마인포함) 102화 만에 등장 마지막 등장은 10화 무려 714주 만에 만났으니까 기억을 못하지 ㅋㅋ,38,6353,58
0,2,2022-06-21 22:57,내가 죽인놈이랑 지옥에서 산 채로 만난 썰 푼다,15,6111,24
0,2,2022-06-21 23:01,🌸김남운 니가 왜 거기서 나와...?🌸,10,4427,21
0,2,2022-06-21 22:57,남운이 나중에 뭐야 안죽었어? 내가 죽여줄게!ㅋㅋㅋ 하는거 아님? 저 사이코 무서운데 ㅋㅋ,13,3769,27
0,2,2022-06-22 07:50,"김독자 역대 옷의 역사 1. 지하철 정장 2. 어룡 위액에 녹아서 길에서 주워입음 3. 극장 던전에서 외장 강화 수트 착용 4. 화룡종에게 녹아서 정희원이 사명대사의 거적줌 5. 이성국 바지 강탈 6, 코인농장 부수고 갈색 정장 7. 비형에게서 SSS급 무한 차원의 아공간코트 획득 NEW 명계로 이동하면서 낡아보이는 회색 나시티와 갈색 앞치마로 옷변경",16,3472,16
0,2,2022-07-27 08:04,작가님께서 마지막에 장성락작가님께서 돌아가신걸 알려주셔서나혼자만 레벨업의 장성락작가님을 애도를 할수 있었습니다 삼과 고인의 명복을빕니다,32,2943,36
0,2,2022-06-22 16:26,명계가 ㄹㅇ 혜자인점 무려 거대 프라모델 만들기 체험이 무료임 거기다가 숙식 제공도 해줌 ㅇㅇ,16,2813,15
0,2,2022-07-27 08:20,나혼렙 그림작가 장성락 작가님 멋진 작화를 보여주면서 화려하게 각인시켜 주셨는데 37세 너무 이른 나이에 지병으로 돌아가신게 너무 안타깝다 애니화나 다른 작품에서도 활동하시는걸 뵙고싶었는데 ㅠㅠ고인의 명볻을 빕니다,25,2523,17
0,2,2022-06-22 01:09,아니;;;난 김남운이 매뚜기남 이라고 부르면서 만나길 원했는데 원작 매뚜기남 칭호 어디갔냐고 ㅜㅜㅜ,23,2000,149
0,2,2022-07-27 01:19,누가 메크로 돌리나 보네요.. 삼가고인의명복을빈다는 말에 대체 왜... 어쩐지 갑자기 베댓들이 사라졌다 했더니...,18,1779,63
0,2,2022-06-22 03:24,디오니소스 탄생설화 중 유상아가 알고있는 버전(통칭 오르페우스 밀교버전): 제우스가 자기 후계자를 낳기 위해 페르세포네를 지목함. 데메테르는 이 무친놈이 드디어 딸까지 노린다며 페르세포네를 꽁꽁 숨기지만 제우스가 그런다고 포기하겠음? 뱀으로 변신해서 페르세포네를 취하고 자그레우스라는 아들을 얻음. 제우스는 이 자그레우스를 매우 예뻐해서 자기 후계자로 선포하려 했는데 헤라가 가만히 있을리가. 티탄한테 의뢰넣어 자그레우스 암살을 노렸고 티탄들은 자그레우스를 토막내 먹어치움. 개빡돈 제우스는 자그레우스를 먹은 티탄들을 벼락으로 태워버렸고 타고 남은 재가 인간이 되었다고 함. 아무튼 아들이 죽어 상심한 제우스에게 레아(제우스맘)가 자그레우스의 뼈를 모아 되살려냈다는 이야기도 있고 아테나가 자그레우스의 심장을 찾아주자 그 심장을 삼켜 세멜레의 뱃속에 집어넣어 자그레우스를 부활시켰고 부활한 자그레우스는 디오니소스 자그레우스라고 불리게 되었다는 이야기가 있음.,22,1529,10
0,1,2022-06-28 22:57,와중에 유중혁 이자식 명계가서도 죽인다 이러고있네ㅋㅋㅋㅋㅋㅋㅋㅋ ???:유중혁이 개복치인 이유.,31,21774,29
0,1,2022-06-28 23:04,부유한 쿠키의 아버지께 전해나는 저 오븐에서 더 구울 수 있다고,33,13959,42
0,1,2022-06-28 22:58,냉기가 몸 속 깊이 파고 드는 것 같다고? 냉기저항은 어따 팔아먹었니 독자야..,78,12697,84
0,1,2022-06-28 23:03,명계의 심판관들: 넌 뭐냐????: 나는 유중혁이다 . . ['명계'에서 당신의 악명이 높아집니다.] 유중혁: ?,37,8976,39
0,1,2022-06-28 23:11,냉기저항을 쓰지 못하는게 아니라 쓰지 않는게 맞습니다...원래 소설이 뒷부분이 더 있었는데 그게 없어 오해들 하고 계시는 듯함다.. 김독자 바보 아니에여...ㅜ,35,6582,60
0,1,2022-06-28 22:59,"유중혁-""힘으로 해결하는 사람""김독자-""사기쳐서 해결하는 사람""",17,4416,9
0,1,2022-06-29 13:54,여러분이 모르시는 게 하나 있는데 전독시가 애초에 분량이 많았던 거에요 대부분 컷수는 많으면 70~80선에서 끝날 텐데 전독시는 컷이 100컷이 조금 넘더라고요 그리고 작가님들도 당연히 저희한테 더 많은 컷수를 보여주시고 싶으실 텐데 컷수가 예전보다 적어지는 건 이유가 있지 않을까요? 마지막으로 하나 더 말씀드리자면 계속 컷을 많이 그리려고 하면 밤낮도 바뀌고 밥도 제때 못 챙겨 먹고 손목 터널 증후군 등 여러 가지 건강 문제가 나타날 수 있습니다.. 그렇게 되면 작가님들께서 휴재하시게 되고 그러면 저희도 전독시 웹툰을 몇 달 간 못 보시겠죠? 그리고 작가님들께서 지금까지 많이 쉰 것도 아니잖아요 지금까지 50화 중반쯤에 한 번 쉬시고 그 후 중간에 1주 정도 더 쉰 것 밖에 없는데 이 정도는 이해해줍시다 작가님들도 사람이라고요 힘들면 언제든지 쉴 수 있어야죠 작가님들께서 돈 받고 그림을 드리시는 건 맞지만 작가님들의 건강도 챙겨야 맞는 겁니다.,19,3461,42
0,1,2022-06-28 23:07,왜 요새 별점이 자꾸 떨어지지....?,38,2311,25
0,1,2022-06-28 22:57,유중혁ㅋㅋㅋ 명계에서도 죽인다 드립 치고 있넼ㅋㅋㅋ,4,1853,4
0,1,2022-08-02 23:15,분량 이야기 좀 그만해라 다른 웹툰 작가님 건강문제로 돌아가셨다는 소식 들은게 고작 며칠전인데,15,1649,18
0,1,2022-08-02 23:08,그... 분량 이야기 많아서 하는 말인데 원래 이정도 퀄에 이정도 분량이면 이미 충분히 시간 많이 들어가요... 아쉽다고 느끼는건 좋지만 너무 뭐라하는 댓글 많아서 내가 다 속상함... >>높은 퀄로 많은 분량<<은 진짜 사람이 순식간에 갈려나갈걸요...,13,1416,20
0,1,2022-08-02 23:12,분량이 아쉽다니;;작가님이 한화마다 한컷만 그려도 우린 절해야돼ㅋ,24,1364,94
0,1,2022-08-03 00:43,#스타스트림에_패왕_유중혁_탄신축하의_함성이_널리_퍼집니다#중혁아_우린_생일축하를_받을수있다_알지 #촛불이_너무_많아서_불_수_없는_것인가 #8월의기적_유중혁_생일축하해 #HappyJoongHyeokDay #패왕의_탄생설화가_이야기를_시작합니다 #더이상_고독하지_않을_순례자에게#오늘의_주인공은_너야_중혁아 #패왕의_탄생설화가_이야기를_시작합니다 #1864번을_돌아_행복해진_너의_오늘 #HappyJoongHyeokDay_2021 #HappyYJHday0803 #독자들이_주인공에게,23,1346,65
0,1,2022-08-02 23:31,분량 타령 좀 그만해라 이 사람들아 당장 앞에 똑같은 도구있다고 해도 전독시 한컷 그대로 따라 그리는 것도 힘들어할거면서 왜 그러냐 한컷 한컷 음미하면서 봐라 그래도 시간남으면 원작 다시 읽기나 하러가셈,16,1301,41
0,1,2022-08-03 01:47,여러분 오늘은 중혁이의 생일입니다!!!네이버 시리즈에 쿠키 충전 코드 입력에 유중혁생일축하해를 입력하시면 쿠키 5개를 줘요!! 속는셈 치고 해보세요,33,1240,38
0,1,2022-07-05 22:57,참고 : 독자의 취향은 가터벨트에 검정색 차이나 드레스이다,218,34874,81
0,1,2022-07-05 23:09,영기가 시나리오 갱신하는 법 몰라서 오늘은 막컷에 시나리오 창 없는 거?ㅋㅋㅋㅋ 진짜 그림 작가님 센스 지리네ㅋㅋㅋㅋㅋㅋ,54,24560,32
0,1,2022-07-05 23:14,봄의 여왕님 만세!봄의 여왕님 만세!봄의 여왕님 만세!봄의 여왕님 만세!봄의 여왕님 만세!봄의 여왕님 만세!봄의 여왕님 만세!봄의 여왕님 만세!봄의 여왕님 만세!봄의 여왕님 만세!봄의 여왕님 만세!봄의 여왕님 만세!봄의 여왕님 만세!봄의 여왕님 만세!봄의 여왕님 만세!봄의 여왕님 만세!봄의 여왕님 만세!봄의 여왕님 만세!봄의 여왕님 만세!봄의 여왕님 만세!봄의 여왕님 만세!봄의 여왕님 만세!봄의 여왕님 만세!봄의 여왕님 만세!봄의 여왕님 만세!,27,10874,102
0,1,2022-07-05 23:20,남운이 언급해줘 오랜만에 재출연했더니 가터벨트에 묻혀서 너무 쉽게 하차됬자낰ㅋㅋㅋㅋㅋ,31,10363,50
0,1,2022-07-05 23:13,유상아 차이나드레스와 가터벨트로 저희가 좋아할 것 같다면크나큰 오예!!!!,14,6770,84
0,1,2022-07-05 23:21,평소 유상아는 골든 리트리버같은데 페르세포네표 유상아는 재규어같네 그림작가님 표현력 미쳤다,13,6460,25
0,1,2022-07-05 23:20,할머니 너무 슬픈데 왜다들 유상아얘기만하지,65,4953,299
0,1,2022-07-06 07:19,"전독시 분량 < 유상아 + 검정색 차이나 드레스 + 가터벨트 113화 분량 (약 64컷) < 114화 분량 (약 53컷) ※이번주 내용이 더 짧다 저번주 여론 ""뭐지 내용이 아무것도 없는데?"" 이번주 여론 ""오오오오오오오오!!!"" 결론 : [분량 (X) 내용 (O)]에 따라 평가가 바뀐다",30,3796,45
0,1,2022-07-06 00:05,근데 오늘은 내용이 거의 없네궁전들어가서 여왕만난게 끝이야? 좀 더 이야기할줄 알았는데,38,2163,216
0,1,2022-07-05 23:07,독자네 채널 상황 예상 : 이미 하데스의 궁전까지 보여줘서 코인 미친듯이 후원될 텐데 막컷까지 생중계된 상태니만큼 코인 폭주 예상 유상아씨 채널 상황 예상 : 유상아씨는 아무것도 모르는데 갑자기 성좌들이 달려와서 후원 폭주할 것으로 예상 [다수의 성좌들이 당신의 미모에 감탄합니다] [100000코인을 후원받았습니다] 유상아씨 : ???,14,1991,32
0,1,2022-08-09 23:14,근데 얼고나서 그 바로 다음이 왜 안나온거임? 냉기 저항 왜 안쓴지가 젤 궁금한데,16,1151,17
0,1,2022-08-09 23:07,"
클린봇이 부적절한 표현을 감지한 댓글입니다.",11,0,0
0,1,2022-08-10 01:05,정희원파였는데 유상아로 갈아탄다 오늘부로,14,802,34
0,1,2022-08-10 02:17,와 언니 미쳤다 진짜.,5,746,35
0,1,2022-07-12 23:02,■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■■□ 전독시 완결까지의 3줄요약본입니다. 후.. 힘들었다구요,261,30467,112
0,1,2022-07-12 22:59,"아니 음식 전문 웹소도 12페이지 그리면 ""어휴 하차하겠습니다, 작가님은 상하차나 하세요"" 소리 듣는데.....멸살법.....뭐냐 ㅋㅋㅋㅋ",58,20354,51
0,1,2022-07-12 23:42,근데 페르세포네 진짜 착한듯 대뜸 볼 일 있다고 만나게 해달라고 해서 만나게 해줘... 촬영 금지된 곳 무단으로 촬영해도 허락해줘... 말대꾸 하면서 예의 없이 굴어도 웃으면서 대답해줘... 김독자 이자식 이래놓고도 유중혁 보고 인성 파탄자라고 할 수 있겠냐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,32,14501,41
0,1,2022-07-12 22:59,다음화. 모든 독자들이 가장 좋아하는 음식이죠. '더주세요.',25,9376,43
0,1,2022-07-12 23:06,독자 전문하사 추천 어떻게 받았냐?? 회사에서 몰래 탕비실에 숨어서 음식 맛 12페이지 가량 설명하는 웹소설 읽었는데;;; 군대에선 저러면 폐급인데;;;;,26,6068,36
0,1,2022-07-12 23:18,"김독자 저 자식 '젠장, 안 바꿔주는 건가' 라고 말하면서 볼 빨개진거 보소ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",22,5282,38
0,1,2022-07-13 00:25,김독자 : 내가 모르는 부분이 있다고??작가 : 너 외전 안읽음....,29,4251,17
0,1,2022-07-12 22:59,"여러분!! 전독시 3부 단행본과 삽화, 그리고 특별외전이 공개되었습니다!! 또한 문피아에서 한수영 피규어 이벤트 중이니 관심있으신 분들은 꼭!!! 확인해보세요!",34,3845,30
0,1,2022-07-12 23:02,그러니까 앞으로 내용이 ■■■■■해서 ■■■■하니깐 ■■■■■■하는거죠?,23,2945,19
0,1,2022-07-12 23:25,성좌들이 '이야기'를 먹고 '이야기'에 미처 있는 자들이라면 독자들은 끝없는 '다음 화'를 계속해 원한다,11,2607,10
0,1,2022-07-12 23:33,"스테이크 12페이지 맛 표현, 제가 한번 해보겠습니다. 페르세포네가 포크로 스테이크를 찍기 시작했다 서서히 그녀의 포크가 스테이크를 파고 들며 고기는 육즙을 뿜어내고 있었다 ""아름답구나"" 연분홍색 살점과 소스가 묻은 겉부분 페르세포네는 아름다운 스테이크를 감상했다 그렇게 한참을 스테이크를 감상하던 페르세포네는 천천히 아주 천천히 스테이크를 자신의 입으로 가져갔다 입을 벌린 페르세포네는 마침내 스테이크를 입으로 집어 넣었다 그리고는 그녀의 날카로운 어금니로 연한 고깃살을 천천히 씹으며 우러나오는 육집과 풍미를 음미했다 그리고 스테이크속에 담긴 이야기가 느껴졌다 한 소드마스터의 이야기였다 처절한 모습으로 검을 휘두르고 노력하고 또 노력하는 소드마스터의 이야기 결국 소드마스터의 경지에 오르는 이야기의 끝과함께 어느덧 페르세포네가 즐기던 스테이크 한점은 페르세포네의 목구멍을 넘어 기도를 지나 서서히 끝나가고 있었다 ㆍ 글자수 부족할거 같아서 답글에 이어쓰겠습니다",79,2230,124
0,1,2022-07-13 05:44,한국인들 괴롭히는 방법: 군대에서 말뚝 박아라 자네 대학원 가지 않겠나? 출퇴근길 1호선 태우기,18,2057,23
0,1,2022-07-13 19:51,그와중에 영기 얘 아직도 시나리오 갱신 못했냐ㅋㅋㅋㅋ마지막에 시나리오 창이 안뜨네,10,2010,16
0,1,2022-08-17 02:32,"멸살법은 유중혁이라는 주인공의 시점에서만 진행된 소설이라 결국 유중혁이 경험하지 않은 것들은 소설엔 나오지 않았을거니 독자가 모르는게 아닐까 싶음... 등장인물이라는 평면적인 존재에서 실존인물이라는 입체적인 존재가 된 영향도 있겠지만,, 예를 들면, 유중혁은 명계의 음식을 먹는다는 경험을 했으니 저것이 어떤 맛인지는 서술되어있지만, 자기가 먹은 명계의 음식을 누가 만들었는지는 모르니 서술도 없거나 망자가 만들었을~ 일거고. 만든게 명숙이인지, 제임스인지, 남운이인지 정확힌 모르니까",10,1720,14
0,1,2022-08-17 16:38,■라니 = 고라니...?,19,1534,19
0,1,2022-07-19 22:58,ㅋㅋㅋㅋㅋ손오공이나 우리엘은 무기 꺼내드는 메세지 들려오는데 은밀한 모략가는 왜 신나서 상황을 부추기고 있냐고ㅋㅋㅋㅋㅋ골때리네 진짜ㅋㅋㅋ,153,25613,56
0,1,2022-07-19 23:04,그때도 제 곁에 계셔주실 거죠? 하고 어둠 속에서 손 나와서 페르세포네 안는 거 너무... 정말 어둠의 여왕같아서 너무 감탄하는 연출임저걸 어떻게 저렇게..... 우아하고 잔잔하고 완벽하게 표현하냐고 진짜 소름돋을 것 같아,54,21472,119
0,1,2022-07-20 00:59,신화하데스: 너 납치된거야 페르세포네: 꺄ㅏㅏㅏ악 웹툰 페르세포네: 그때도 제 곁에 계셔주실 거죠? 하데스: (백허그),83,16719,45
0,1,2022-07-19 22:57,자 여기까지 쿠키 지르신분들 인원체크좀 합시다아,235,10549,159
0,1,2022-07-20 00:54,"김독자: 아, 물론 당신에게 하는 구애가 아니라 '부유한 밤의 아버지께 하는 구애입니다 [성좌, 악마같은 불의 심판자가 인상을 찌푸립니다.]",42,8381,43
0,1,2022-07-20 00:26,"아니 놔봐, 저 언니가 먼저 꼬셨다니까?",24,7161,45
0,1,2022-07-20 01:02,한수영은 93화쯤에 등장했다가 23화만에 다시나왔고 공필두는 57화인가 그때 등장하고 59화만에 다시 등장했는데 아무도 신경을 안써주네... 한수영: 애들아 나 등장했어... 보긴 했니..? 공필두: 인생.....,18,4375,33
0,1,2022-07-20 12:07,독자 이제 상아씨 얼굴 어떻게 보냐... 이제 상아씨만 보면 새빨간 립스틱에 진한 화장한 치파오에다가 가터벨트 착용했던 모습만 당분간 생각날 거 아냐.. 그것도 상상이 아니라 눈 앞에서 그 모습을 직관했는데 말이지,17,3018,49
0,1,2022-07-20 01:10,"🚨미리 알아둡시다🚨 매크로가 전독시로 온이유 대부분 매일 1위 웹툰들한테 매크로짓함. 현재 1위인 화산귀환이 휴재하면서 2위인 전독시로 몰려온거임 매크로 유형 설명 1.닉네임에 광고 달고 정상적인 댓 달아서 좋아요 ㅈㄴ받는 애들 -얘네가 젤 골때림 댓이 정상적이여서 잘 안내려감. 2.대놓고 오우야 어디 검색ㄱ하는 애들 -얘네가 젤많은데 진짜 얘네 때문에 댓글창 질 ㅈㄴ안좋아짐 3.베댓간 댓글들한테 몇몇번째 베댓 매크로임 싫어요ㄱㄱ하면서 선동짓함 -ㅈㄴ 민폐임. 이걸로 이번주에 참교육에서 베댓 떨어진애들 봄, 방금 여기 베댓에도 한개 떨어짐 진짜 네이버는 어떻게 해서든 조취를 취해야한다. 매일 1위웹툰들한테만 이런 댓 다는게 기본적으로 우리는 매크로를 보면 싫어요 누르고, 무시하면 되지만 전체적으로 보면 베댓이 많이없어서 댓글들도 현저히 줄어들기도 하더라. 네이버는 몇주째 이상황 안막고, 계속 냅두고 있는건 ㄹㅇ 지들 손으로 지들 무덤파는거라 생각함. 제발좀 막아줬으면",26,2674,54
0,1,2022-07-20 01:30,신화에 나오는 뱀들 그리스 신화의 메두사와 히드라 인도신화의 거대한 뱀 아난타 일본신화의 야마타노 오로치 북유럽신화의 요르문간드 등이 있음,63,2608,9
0,1,2022-07-20 10:53,... 자꾸 유상아씨 얼굴로 그러시니까 ㅋㅋㅋㅋㅋ 다음에 유상아씨 나오면 신경쓰일 거 같네.. 저는 잘못없어요 저분이 꼬신겁니다,7,2136,35
0,1,2022-07-20 07:45,헤라클레스의 12과업 첫번째 - 네메아의 사자 죽이기 두번째 - 레르나의 히드라 퇴치하기 세번째 - 케리네이아 암사슴 포획하기 네번째 - 에리만토스의 맷돼지 생포하기 다섯번째 - 아우게이아스의 외양간을 청소하기 여섯번째 - 스팀팔로스의 새를 퇴치하기 일곱번째 - 크레타의 황소 생포하기 여덜번째 - 디오메데스의 야생 마생포하기 아홉번째 - 히폴리테의 허리띠 훔치기 열번째 - 게리온의 황소들을 데려오기 열한번째 - 헤스페리데스의 사과따오기 열두번째 - 하데스의 수문장 케르베로스 생포하기 이 중에서 두번째 과업이 비슷해서 따라했다는 말을 들을거라고 말한것같아요,10,1797,16
0,1,2022-07-20 01:12,4벽이도 일을 잘하는데 네이버는 뭐하냐 일을 하긴하냐?,13,1586,10
0,1,2022-07-20 01:30,<히든 시나리오 - 메크로 퇴치> 분류 : 히든 난이도 : ■■ 클리어 조건 : 댓글청에 풀어진 메크로 ■■■들을 퇴치하고 베댓 10개를 만들어 다음 날 자정이 될 때까지 유지하십시오. 베댓 중 메크로 댓글이 있을 시 당신은 패널티를 받습니다. 지속 시간 : 1일 보상 : 성좌 '화요일 밤을 기다리는 눈'의 무궁한 호의와 찬사 실패 시 : ?? ** 해당 시나리오는 [쿠키 이벤트]가 적용되는 시나리오입니다,21,1421,34
0,1,2022-08-24 07:21,베댓 대댓으로 가끔씩 대댓으로 '■■'로 스포 돼 있다고 어떤 분들도 ■■ 사용하면서 막 따라하시네.ex) 000이 ■■■다. 그것도 아무리 가렸다지만 유추를 하게 하는 스포가 아닌지. 소설 읽은 티 내지말아줬으면. 그렇게 아는 척을 원한다면 부분만 ■ 사용하지 말고 유추가 가능한 문장들에 다 써서 내용도 짐작 못하게 하던가. ex) ■■■은(/는) ■■■(이)지.,5,825,15
0,1,2022-07-26 22:57,"추가로 설명하자면 이번화 소설에서는 신유승이 신이라는 얘기를 할때 독자가 '내가 정말로 신이라면, 세상에서 가장 무능한 신이겠지.' 라고 생각하는 대사가 있었습니다. 이 대사가 독자는 모든걸 다 알고있는데에도 신유승 죽음을 막을수없었으니... 그 기분을 잘설명한 대사였는데 웹툰에서는 그부분을 표정으로 아주 잘살린거같네요.",77,20785,68
0,1,2022-07-26 23:08,"분량 짧다고 뭐라하지마라 레드아이스작가님들 지금 힘드시다... 전독시, 멸이세 등 웹툰 제작회사 레드아이스 설립자이자 레전드 웹툰 나혼렙 작가님인 장성락 작가님의 삼가 명복을 빕니다... 이젠 하늘의 성좌가 되어 편히 쉬시길 바랍니다. 당신의 웹툰을 봐서 매우 행복했습니다... [독자들이 성좌, 붉은 얼음조각가를 바라봅니다.]",163,16664,677
